	young	middle	old
T04A8.8.1	38.229	72.484	48.119
T04F3.4.1	26.295	30.557	27.43
T04F8.1.1	46.861	52.838	54.19
T04F8.2.1	20.5	7.046	6.919
T04F8.7a.1	17.657	13.8	19.731
T04F8.6.1	2.623	2.688	1.511
T04F8.8.1	328.345	261.984	179.872
T04G9.5.1	400.551	229.713	421.194
T04G9.3.1	71.382	61.457	63.851
T04G9.4.1	16.55	26.652	9.915
T04H1.5.1	12.307	23.772	19.894
T05A1.2.1	1879.101	1862.482	602.452
T05A10.3.1	38.796	12.196	13.747
T05A6.1.1	10.99	6.929	19.122
T05B11.1.1	9.28	10.297	19.554
T05B11.4.1	12.523	13.501	6.651
T05B9.1.1	146.567	130.303	152.905
T05C12.6a.1	32.401	21.665	20.434
T05E11.3a.1	258.449	273.964	339.489
T05H10.1.1	76.259	87.122	81.585
T06D8.5.1	33.116	45.326	39.874
T06D8.7.1	69.837	122.508	82.56
T06D8.8.1	503.089	365.323	331.718
T06D8.9.1	55.408	40.694	53.114
T06E4.1.1	34.837	42.391	36.273
T06E4.3a.1	4.93	8.321	7.285
T06E8.1a.1	33.618	23.159	25.615
T07C12.9.1	16.84	15.882	12.18
T07C12.7.1	130.624	532.353	298.829
T07C4.5.1	1705.806	2384.09	3309.605
T07C4.3a.1	137.995	109.276	100.619
T07C4.4.1	230.976	680.312	803.628
T07C4.2.1	10.342	4.454	12.16
T07C5.1c.1	4.807	13.024	8.668
T07D1.2a.1	8.969	5.856	7.363
T07D4.3a.1	33.994	30.912	33.333
T07D4.4a.1	48.645	49.062	50.975
T07E3.4a.1	21.42	24.772	11.878
T07E3.3.1	50.435	23.342	9.457
T07F10.1a.1	12.856	19.59	9.67
T07F10.3.1	45.099	41.305	48.69
T08A9.7.1	491.336	479.904	656.23
T08A9.2.1	39.806	29.546	35.311
T08A9.1.1	16.916	9.37	11.541
T08G2.3.1	157.083	181.63	215.487
T08H10.1.1	84.617	63.941	47.323
T09E8.2.1	13.824	19.167	21.779
T09E8.3.1	190.385	114.533	173.072
T10B10.3.1	16.389	12.25	21.13
T10B10.2.1	26.649	43.781	36.889
T10B10.4a.1	16.474	21.541	21.55
T10B10.6.1	30.488	38.386	25.636
T11B7.1.1	17.219	24.526	25.616
T11B7.2a.1	20.803	33.187	28.612
T11B7.5.1	17.77	19.499	7.602
T11F9.11.1	30.16	60.22	50.323
T11F9.3.1	65.838	166.239	157.292
T11G6.2a.1	8.884	11.772	10.434
T11G6.8a.1	166.691	165.215	200.886
T12A2.7.1	71.176	96.445	75.323
T12A2.8.1	17.81	16.821	12.265
T12A2.1.1	13.466	11.149	6.864
T12A7.1.1	17.334	12.495	35.237
T12E12.3.1	13.639	8.077	11.419
T12E12.2.1	30.525	22.357	23.762
T12E12.1.1	6.96	7.849	14.549
T12G3.1a.1	76.981	60.361	134.382
T12G3.4.1	48.33	76.282	63.74
T12G3.5.1	105.435	96.712	77.08
T13A10.5a.1	10.449	20.478	12.224
T13C2.4.1	41.338	34.126	39.029
T13C5.6.1	11.652	11.623	12.591
T13H5.2a.1	21.709	20.362	11.256
T13H5.4.1	47.221	53.843	54.131
T13H5.5.1	64.882	40.726	34.256
T14B4.3.1	71.782	100.073	71.666
T14B4.1.1	18.712	15.724	14.507
T14F9.3.1	87.449	173.952	196.237
T14F9.2.1	20.271	13.47	21.495
T14F9.1.1	108.074	121.958	111.496
T14G10.6.1	22.467	17.688	29.69
T14G10.7.1	33.121	21.715	22.671
T14G10.5a.1	134.403	141.207	150.596
T14G10.4.1	79.063	75.33	111.746
T14G10.3.1	85.616	110.136	124.16
T14G11.3.1	44.408	44.716	38.522
T14G12.3.1	91.081	65.471	15.869
T14G8.3.1	38.269	37.573	50.731
T14G8.1.1	16.933	11.199	23.54
T16G12.4.1	44.918	44.075	48.716
T16G12.5.1	40.379	43.755	41.555
T16G12.1.1	12.194	8.52	3.144
T16G12.3.1	47.016	29.394	60.39
T18D3.1.1	22.269	16.817	24.682
T18H9.6.1	19.066	16.852	10.852
T19A5.1.1	7.63	7.377	10.265
T19B10.6.1	15.294	12.849	17.312
T19B10.7.1	51.439	26.175	19.623
T19B10.8.1	65.054	51.246	52.571
T19B10.2.1	49.577	99.32	74.99
T19D12.6.1	14.005	31.9	33.657
T19E7.1.1	12.207	10.821	6.337
T19E7.3a.1	21.872	26.274	31.077
T20B5.1.1	50.87	29.662	32.422
T20G5.7.1	668.806	1123.344	1657.381
T20G5.8.1	79.802	161.046	109.449
T20G5.9.1	27.017	43.262	33.364
T20H4.4.1	32.819	26.364	44.442
T20H4.5.1	191.18	206.046	177.611
T20H4.3a.1	195.801	159.223	182.404
T21B10.1.1	72.835	50.681	40.019
T21B10.3.1	56.175	67.64	58.808
T21B10.4.1	34.918	32.25	42.869
T21B6.1.1	42.298	27.956	84.034
T21B6.3.1	8.541	8.659	3.674
T21C12.2.1	237.311	131.708	121.602
T21C9.1a.1	84.577	49.432	80.052
T21C9.2a.1	9.398	9.016	8.091
T21C9.4.1	187.996	91.727	103.877
T21C9.5a.1	232.86	190.761	193.195
T21C9.8.1	40.509	54.252	37.879
T21C9.12a.1	79.288	57.397	40.73
T21E8.1a.1	10.491	16.101	18.858
T22C1.1.1	92.047	104.87	131.445
T22C1.4.1	59.54	31.82	31.882
T22C1.5.1	60.409	21.348	30.957
T22C1.6.1	67.53	74.268	49.115
T22C1.10a.1	12.52	11.945	14.463
T22C1.11.1	5.248	7.282	3.905
T22C1.3.1	21.462	27.787	31.056
T23F2.3.1	194.443	187.595	291.493
T23F2.5.1	928.112	387.48	782.627
T23G7.1.1	56.097	44.686	64.265
T23G7.3.1	28.858	22.344	17.601
T23G7.4.1	25.021	15.164	12.921
T23G7.5a.1	34.779	22.372	35.658
ZK1067.6a.1	4.438	5.578	5.385
T24A11.1a.1	73.888	48.489	76.455
T24B8.5.1	337.665	1256.136	777.517
T24B8.4a.1	7.042	6.596	15.44
T24B8.1a.1	3347.923	3938.8	3600.243
T24B8.6.1	21.71	9.73	11.101
T24B8.2.1	62.437	48.467	49.938
T24B8.3a.1	159.722	151.771	323.246
T24C12.3.1	7.119	4.229	3.86
T24C2.2.1	19.798	18.7	23.079
T24F1.1.1	171.261	152.459	138.669
T24F1.3a.1	5.746	7.475	13.226
T24F1.5.1	109.031	69.389	53.424
T24F1.2.1	35.83	35.242	33.313
T24G10.2.1	44.671	52.698	68.94
T24H10.4.1	14.012	5.002	9.67
T24H10.3.1	185.339	140.744	134.176
T24H10.6.1	116.523	100.058	112.082
T24H7.4.1	56.911	77.051	55.961
T24H7.3.1	169.917	125.698	129.648
T24H7.2.1	47.93	38.905	37.619
T25B6.2.1	14.853	18.237	17.638
T25B9.8.1	6.238	5.591	5.308
T25C12.2.1	39.489	12.725	106.226
T25G12.5.1	172.487	168.813	172.916
T25G12.4.1	44.779	39.282	47.693
T25G12.3.1	22.778	5.872	7.847
T25G3.1.1	31.045	30.809	24.827
T25G3.3.1	77.457	85.849	103.152
T26A5.7a.1	84.95	45.207	88.453
T26A5.4.1	16.385	24.031	25.064
T26A5.8.1	137.325	86.361	96.034
T26A5.9.1	1424.238	1703.558	1523.328
T26A5.3.1	121.965	140.682	116.367
T26A8.4.1	42.089	43.845	39.685
T26A8.1.1	14.483	14.192	15.654
T26C11.6.1	15.886	3.777	4.635
T26C11.7.1	53.497	27.617	39.565
T26C5.1.1	70.036	112.013	57.914
T26C5.3a.1	18.03	27.188	31.862
T27A10.3a.1	23.486	19.293	12.978
T27A10.7.1	13.426	11.132	10.313
T27A8.1.1	5.475	5.673	4.982
T27A8.2.1	27.882	29.23	12.169
T27D12.2a.1	20.664	18.808	28.759
T27F2.4.1	24.759	52.554	103.024
T27F2.1.1	47.876	51.737	58.796
T28B11.1a.1	41.171	43.283	81.658
T28F4.1.1	14.299	14.888	28.76
T28F4.5.1	339.989	1109.664	928.301
T28H10.2.1	17.804	11.302	5.531
Y105E8B.1a.1	353.331	240.93	116.44
AC7.2a.1	7.646	12.584	11.089
B0507.2.1	21.476	31.366	36.876
C37C3.8b.1	12.372	13.302	21.849
C37C3.2.1	75.523	80.563	90.917
C52B9.7a.1	8.651	8.629	10.548
F08F3.4.1	56.011	46.295	71.189
F08F3.6.1	23.281	17.073	24.006
F08F3.3.1	113.306	72.172	105.06
F08F3.2a.1	14.503	13.739	9.493
F10G2.3.1	13.577	10.695	23.886
F10G2.1.1	67.5	93.948	49.724
F25B4.5.1	26.011	21.01	26.015
F25B4.4.1	48.713	34.654	37.8
F25B4.9.1	302.226	635.612	169.376
F25B4.1.1	88.82	65.099	56.56
F28A12.4.1	139.704	208.174	110.07
F45F2.10.1	44.021	47.952	44.39
F54D11.2.1	20.328	20.78	23.343
F54D11.1.1	357.176	154.883	72.758
K11G9.2.1	4.62	4.168	3.373
Y60A3A.1.1	14.015	15.961	31.08
R09F10.1.1	32.407	50.426	46.422
R09F10.8.1	145.573	245.665	179.114
T22B7.7.1	104.203	737.692	485.97
T25F10.6a.1	133.328	82.208	26.7
T27E4.4.1	108.104	68.668	44.186
T28H11.6.1	23.378	17.116	19.77
T28H11.8.1	4.621	2.331	3.654
W01A11.5.1	11.404	11.183	22.315
W01A11.2.1	34.944	14.5	12.697
W01A11.1a.1	83.481	254.058	141.031
W01A11.6.1	15.553	11.991	10.555
ZK40.1.1	56.401	48.415	49.314
ZK742.1a.1	151.722	127.184	131.07
ZK742.5.1	145.332	198.825	126.144
W01A8.5.1	25.125	11.016	21.892
W01A8.4.1	218.996	215.833	188.401
W02B12.1.1	18.309	24.172	15.459
W02B12.2.1	128.922	111.339	171.393
W02B12.3a.1	249.045	193.868	243.277
W02B12.9a.1	34.483	25.997	24.879
W02B12.10.1	101.131	49.689	63.616
W02B12.8a.1	15.771	18.678	19.334
W03C9.2.1	40.223	39.022	36.181
W03C9.5.1	92.821	60.831	76.962
W03C9.3.1	292.819	268.236	282.55
W03C9.6.1	3.818	3.911	2.574
W03G11.1a.1	1844.394	1939.996	525.869
W04D2.5.1	22.963	24.227	26.031
W04D2.3a.1	7.962	10.104	10.318
W04D2.1a.1	20.63	23.087	18.357
W04D2.4.1	32.766	20.07	22.753
W05E10.1.1	10.904	8.242	5.044
W05E10.3.1	21.713	5.857	30.066
W05H9.2.1	10.983	11.708	11.749
W05H9.1a.1	226.355	411.419	676.804
W06A7.2a.1	20.323	11.49	7.378
W06B11.2.1	18.488	18.264	21.317
W06B11.1.1	7.585	7.769	5.227
W06B4.3.1	33.244	28.672	25.517
W06B4.2.1	8.266	15.69	13.203
W06B4.1.1	117.336	133.064	112.232
W06D11.3.1	36.839	53.218	27.44
W06E11.4.1	135.731	115.798	121.679
W06E11.5a.1	58.776	61.369	49.883
W06E11.2.1	23.779	10.3	10.502
W06E11.1.1	19.033	25.76	20.3
W07G4.3.1	18.579	10.285	16.238
W08D2.4a.1	66.044	139.806	103.522
W08D2.7.1	60.46	60.724	67.275
W09D12.1a.1	66.753	73.842	53.333
Y102E9.2a.1	144.092	110.188	96.203
Y38A8.2.1	440.477	515.62	426.882
Y38A8.3a.1	39.642	33.719	38.175
ZC155.3.1	39.346	61.622	52.611
ZC155.4.1	47.949	71.725	40.531
ZC168.3a.1	41.852	45.939	45.521
ZC266.1.1	5.248	7.926	2.984
ZC302.1.1	55.119	52.432	57.188
ZC302.2a.1	42.434	39.286	34.169
ZC373.2.1	2587.792	3270.251	4121.942
ZC373.5.1	29.958	11.356	10.498
ZC376.5.1	25.705	23.367	28.163
ZC395.10.1	1084.193	939.489	761.581
ZC404.9.1	10.639	13.705	14.88
ZC410.2.1	34.929	39.191	36.75
ZC410.3a.1	17.35	23.477	18.999
ZC434.2.1	3173.537	3106.823	2579.681
ZC434.4.1	38.567	38.743	25.204
ZC434.5.1	121.348	114.023	107.64
ZC434.6b.1	33.133	36.839	39.847
ZC443.4.1	9.048	8.794	19.37
ZC443.3.1	18.943	26.507	57.356
ZC449.5.1	9.571	4.916	3.899
ZC455.5a.1	5.444	10.281	10.022
ZC455.6a.1	4.688	3.871	3.05
ZC477.5.1	34.72	32.936	24.01
ZC504.4c.1	8.851	7.191	10.284
ZC504.3.1	7.806	13.844	12.395
ZC513.6.1	395.785	353.904	270.221
ZC513.4.1	9.29	9.024	7.908
ZC513.5.1	44.977	50.439	53.759
ZC518.2.1	56.637	38.157	47.91
ZC518.1a.1	4.467	3.227	2.279
ZC64.2.1	127.429	342.307	205.006
ZK1058.1.1	74.212	82.481	69.102
ZK1058.4.1	120.757	116.309	112.271
ZK1058.5.1	13.762	15.382	9.43
ZK1067.3.1	60.831	52.041	44.328
ZK1127.5.1	22.932	23.155	27.066
ZK1127.12.1	9.875	3.401	3.692
ZK1127.4.1	26.325	26.848	23.479
ZK1127.3.1	102.18	39.391	58.827
ZK1127.11.1	6.774	15.242	8.679
ZK1248.10.1	9.944	9.165	13.979
ZK1248.11.1	60.671	66.341	48.775
ZK1248.13.1	9.3	10.049	9.971
ZK1248.14.1	30.079	34.07	26.696
ZK180.3a.1	8.0	6.71	13.174
ZK180.4.1	263.892	268.159	257.624
ZK20.5.1	371.371	447.05	355.51
ZK20.4a.1	24.96	27.513	25.246
ZK20.3.1	464.186	376.925	435.871
ZK287.5.1	382.773	278.026	285.12
ZK287.6.1	9.287	11.631	9.176
ZK287.7.1	11.512	13.898	8.076
ZK328.4.1	24.702	19.483	22.752
ZK328.2.1	116.389	92.497	109.943
ZK418.4.1	49.731	48.234	47.455
ZK418.5.1	81.2	79.761	75.707
ZK418.9a.1	88.802	95.207	89.416
ZK430.8.1	8.319	11.902	7.303
ZK430.2.1	29.751	43.22	32.675
ZK430.7.1	34.717	38.805	41.953
ZK430.1.1	13.517	14.427	11.909
ZK455.4.1	9.896	25.162	23.203
ZK455.1.1	90.285	72.739	70.405
ZK455.8a.1	3.543	3.113	2.419
ZK524.3a.1	10.203	12.193	11.38
ZK546.6.1	14.317	21.893	23.884
ZK546.13.1	34.529	21.94	20.251
ZK546.14a.1	24.275	22.288	21.87
ZK546.2a.1	28.593	44.512	34.685
ZK546.15.1	49.043	63.272	48.14
ZK546.1b.1	52.343	50.514	55.005
ZK563.5.1	13.734	12.291	13.151
ZK593.1a.1	37.629	48.463	50.668
ZK593.4a.1	3.923	4.362	9.266
ZK593.7.1	224.651	206.017	243.375
ZK596.1.1	90.25	256.6	392.093
ZK669.3.1	29.976	27.566	45.809
ZK669.4.1	54.785	58.405	42.987
ZK682.2.1	9.885	3.498	10.919
ZK783.2.1	90.793	114.471	83.237
ZK783.4.1	13.524	15.008	15.684
ZK792.5.1	18.25	21.283	19.156
ZK792.2.1	98.605	116.715	179.33
ZK792.3.1	33.174	47.146	59.521
ZK809.3.1	200.207	166.147	135.694
ZK809.2.1	31.058	12.814	11.07
ZK813.3.1	1873.081	1749.766	3126.207
ZK813.2.1	345.88	1021.628	830.565
ZK813.1.1	1816.767	1425.929	2686.433
ZK816.5.1	94.444	292.911	188.02
ZK822.2.1	74.798	124.501	230.546
ZK822.4.1	30.808	54.28	39.902
ZK822.5a.1	19.538	8.384	7.211
ZK829.4.1	722.809	611.087	484.785
ZK829.7.1	99.689	138.244	119.168
ZK829.9.1	18.402	18.442	25.916
ZK836.2a.1	44.65	28.766	28.177
ZK856.1.1	18.62	32.255	26.744
ZK856.5.1	8.689	12.485	6.783
ZK856.7.1	309.391	402.382	397.717
ZK856.8.1	106.735	156.574	137.424
ZK856.9.1	23.685	20.929	18.22
ZK856.10.1	24.484	32.166	22.646
ZK856.11.1	41.855	35.267	25.873
ZK856.12.1	34.467	47.944	44.02
ZK863.3.1	28.813	45.657	37.006
ZK863.4.1	68.146	61.107	85.316
ZK892.2.1	149.027	116.121	173.996
ZK899.2.1	18.6	37.363	26.084
ZK899.6.1	19.612	7.947	8.021
ZK930.1a.1	7.105	12.09	12.486
K12D12.1.1	157.348	111.786	197.972
ZK970.3.1	52.897	60.746	53.024
ZK970.4.1	291.343	372.162	376.915
ZK970.7.1	19.871	217.823	32.485
W07G4.4.1	276.539	297.533	258.72
F49E8.5.1	159.247	124.896	121.552
C12D8.11.1	103.827	122.073	201.887
ZK678.1.1	7.189	4.356	6.031
T22E5.5.1	66.274	35.104	19.804
M01F1.2.1	4251.654	3138.827	3084.577
ZK662.4.1	22.028	14.496	20.634
B0035.5.1	74.928	102.459	66.988
C29A12.3a.1	69.41	69.891	68.623
C50F4.5.1	142.139	145.035	249.14
Y54G11A.5.1	90.832	103.239	196.135
D1054.2.1	608.562	467.04	380.97
F09F7.3.1	18.437	31.992	32.771
F14B4.3.1	11.432	12.148	13.403
F29F11.6.1	236.85	208.913	222.41
F42A9.5.1	3.886	6.295	3.576
K05G3.3.1	80.977	64.92	52.721
R08C7.3.1	1101.525	616.494	1638.608
T07C4.9a.1	19.991	52.718	57.159
T10B9.2.1	21.63	4.087	63.251
T19B10.3.1	19.135	31.327	30.554
T21B10.2a.1	1137.031	1301.08	720.994
F08F3.7.1	39.848	68.887	94.006
W05B10.1.1	130.723	274.967	286.638
ZC434.8.1	604.381	453.135	425.846
ZK970.2d.1	44.541	42.665	43.162
C10F3.5a.1	13.944	21.393	16.838
ZK1058.2.1	48.775	48.904	65.771
H02I12.6.1	5023.439	2253.123	7394.792
F13D12.2a.1	109.251	85.479	90.515
F07B7.11.1	1171.87	538.076	2734.793
F49C12.7b.1	15.378	55.49	26.49
F41C3.8b.1	6.978	4.017	6.482
F58F12.4.1	12.658	11.451	3.785
F33E11.6b.1	60.672	39.469	60.538
T23E7.6.1	54.898	92.991	317.598
Y71H2AM.3.1	41.8	55.611	52.271
JC8.14.1	755.096	1499.282	2177.249
Y51H4A.15.1	44.763	51.177	34.482
R11G1.7.1	21.538	11.616	19.836
K11G12.6b.1	26.481	23.681	24.55
R151.7.1	68.064	59.29	50.597
F58H1.1.1	33.392	23.04	29.235
F57A8.2b.1	56.66	43.011	41.609
M02B7.7.1	17.995	13.926	13.172
F52E1.14.1	722.961	1691.198	1274.862
VC5.6.1	6.195	4.31	3.201
VC5.5.1	7.054	4.508	5.598
K05F6.5.1	9.594	3.026	6.224
F12E12.8.1	10.472	4.449	18.02
F12E12.10.1	8.435	2.324	7.321
Y57G11C.10b.1	452.324	403.211	494.781
F59A6.12.1	84.491	163.852	112.282
T24C4.6b.1	22.981	23.74	35.181
Y48G1C.12.1	28.222	24.239	17.164
Y119D3B.22.1	8.025	3.255	4.696
H20J04.4b.1	8.726	6.358	7.22
F30A10.13a.1	68.459	112.16	88.349
K09F5.3.1	1630.311	3232.246	3383.299
Y113G7B.5b.1	25.379	21.034	18.019
R144.13.1	20.294	7.965	10.491
Y71G10AR.4.1	39.345	37.909	27.387
ZC21.10.1	21.128	4.964	14.154
Y59C2A.3.1	11.99	2.424	4.877
ZK185.5.1	15.464	10.594	11.307
Y82E9BR.19.1	35.5	49.419	38.513
Y71G12B.12a.1	70.495	65.092	79.912
Y71H2AM.9.1	20.698	43.704	30.426
Y69A2AL.2.1	108.205	180.959	321.52
K02A11.4.1	45.25	31.649	38.679
H06H21.11.1	55.458	21.01	29.753
F55A3.1.1	29.622	22.232	28.275
F22A3.5.1	8.557	9.879	13.759
ZC395.3b.1	29.142	43.803	41.18
T28A11.22.1	12.787	7.085	12.315
T26C12.6.1	59.987	124.175	153.816
F56D6.10.1	109.856	549.183	570.999
F56D6.9.1	73.609	1247.944	235.051
K11D12.13.1	178.743	92.51	45.32
F41E6.15.1	133.912	12.965	11.344
F53F10.8.1	18.597	10.584	18.142
ZC239.21.1	18.687	8.029	12.324
F49E8.3b.1	413.621	336.099	271.97
F41G3.21.1	44.24	27.423	14.121
ZK1290.14.1	29.528	23.141	33.889
M01G5.6.1	58.221	56.264	48.344
F56H1.6.1	56.996	75.263	54.93
F56D6.8.1	114.576	587.603	357.282
W03G9.8.1	169.471	106.728	112.646
W02D7.2.1	10.754	62.853	19.865
Y73B6BL.6b.1	437.603	297.65	231.736
Y73B6BL.44.1	21.192	12.896	15.677
Y73E7A.9a.1	23.18	18.444	16.194
Y46H3A.7a.1	47.636	58.147	41.568
W02A2.9.1	60.268	166.267	273.618
C47B2.6b.1	51.421	32.898	56.079
H39E23.3.1	5.728	31.849	17.28
F43D2.6.1	19.167	40.177	21.316
T26H5.9a.1	684.945	892.64	2549.754
T07C12.14.1	70.867	63.473	48.845
Y39B6A.12b.1	11.738	10.709	14.241
Y87G2A.19.1	43.508	15.022	4.555
Y68A4A.13.1	74.477	27.108	120.609
F35C8.2.1	6.63	3.661	7.923
R03E9.3a.1	10.962	12.241	21.572
ZK265.9.1	74.4	70.085	104.566
F07C3.4.1	6.522	9.016	8.081
F21H11.2a.1	15.478	18.193	21.736
T01G1.4.1	20.009	23.8	22.503
D1086.12b.1	43.316	56.543	40.343
F54D5.5b.1	43.997	21.364	50.997
C41C4.10a.1	8.541	7.26	7.226
ZK1320.13.1	69.289	47.45	41.595
F11E6.11a.1	35.8	21.47	40.735
C17G1.8.1	8.162	5.266	6.357
T24D3.2.1	61.831	27.782	6.832
F41D9.3e.1	21.687	18.936	21.379
Y53H1A.5a.1	11.735	7.901	11.505
DC2.3b.1	49.317	41.355	57.777
T15B7.1.1	50.131	66.246	45.92
C05G6.1.1	15.235	11.463	9.005
Y73B6BL.43.1	20.39	17.364	7.885
Y54E10A.9c.1	310.94	218.615	193.03
Y54E10A.11.1	24.127	29.049	25.838
Y42G9A.4b.1	44.353	40.661	49.738
F54H5.4b.1	10.342	12.777	21.015
T25G12.7.1	29.781	30.547	36.339
F42A10.9.1	62.206	18.725	16.301
M70.4a.1	11.707	18.04	22.311
F33D4.8.1	85.271	60.312	44.469
Y94H6A.5a.1	11.486	12.07	11.557
K08E3.10.1	82.643	67.731	101.97
T12D8.10.1	88.752	79.02	83.063
Y44E3A.4.1	79.058	51.026	62.653
F43C1.6.1	48.378	51.287	45.807
F14D2.15.1	18.211	11.651	9.219
D1069.3b.1	19.246	18.575	14.511
K12B6.9.1	24.728	5.982	8.773
F13B9.8.1	96.979	84.841	84.268
F45E1.7b.1	9.031	9.752	11.112
R151.2d.1	160.856	138.764	177.957
Y37E3.17b.1	134.827	144.486	133.272
Y39G10AR.18a.1	10.618	11.021	16.858
Y71F9AM.4a.1	25.21	34.095	33.424
Y34D9A.11.1	322.156	140.428	55.578
F36D1.9.1	22.542	18.408	11.833
F26H11.2c.1	20.936	13.08	21.694
C24H11.9.1	27.944	27.893	25.178
F53F4.16.1	83.042	59.033	56.292
B0564.11.1	25.125	25.537	30.836
T07A5.5.1	167.329	144.163	311.835
R06F6.12.1	12.496	12.932	14.984
F27C1.2b.1	86.17	166.46	170.666
F18E3.11.1	62.333	24.986	7.704
T10D4.13.1	23.945	57.579	82.092
Y94H6A.10.1	66.291	157.476	260.968
H19N07.2c.1	108.379	86.769	105.063
T05F1.6.1	95.11	75.577	80.719
K12G11.6.1	18.652	1.54	4.218
K07A1.16a.1	9.101	9.317	3.52
T19B10.4a.1	118.041	89.992	101.633
F38B7.5.1	9.191	17.502	11.527
F34D10.2.1	42.089	23.803	33.244
F40F12.5a.1	17.018	18.633	21.169
F40F12.7.1	24.406	65.83	91.539
F27C1.7b.1	846.655	791.258	627.641
ZC13.1b.1	24.245	18.378	21.116
R08E3.3b.1	17.728	10.498	7.416
F10D7.5a.1	14.601	11.492	21.381
F11H8.4b.1	9.507	11.833	12.901
T13C2.6b.1	180.197	230.201	240.315
B0361.3.1	26.577	42.403	31.086
Y66A7A.5.1	3.315	4.093	6.591
Y87G2A.8b.1	169.03	172.249	141.043
Y38E10A.6b.1	15.264	17.358	20.024
Y106G6D.8.1	141.345	253.35	332.009
F43C1.3.1	20.926	22.494	13.916
R06A10.2a.1	6.35	8.871	7.844
F33D4.7.1	95.59	103.824	102.671
Y82E9BR.22.1	81.447	51.991	44.617
T09F3.5.1	23.03	12.881	9.291
W09G3.8a.1	182.351	70.448	69.369
F32D8.14a.1	53.147	48.795	51.039
F11A10.8.1	36.322	35.499	46.086
ZK1320.12b.1	8.424	17.264	16.605
Y57G11C.43.1	19.293	25.609	24.731
Y57G11C.40.1	13.569	24.802	11.067
T09A5.15.1	72.913	49.763	55.591
R186.8.1	135.021	101.342	44.778
K01F9.2.1	9.349	5.578	14.395
F58D5.9.1	21.156	2.664	3.266
F27D4.7.1	28.975	27.174	32.388
ZK909.6.1	28.219	49.163	81.979
ZK337.1c.1	14.845	31.962	31.24
Y105E8B.8a.1	36.716	55.172	59.587
W09G3.3.1	40.049	32.107	42.13
ZK287.9.1	22.865	23.743	20.584
Y67A10A.10.1	18.602	20.967	18.621
Y53C12B.7.1	15.496	2.293	9.065
Y46G5A.35.1	8.801	11.181	7.767
Y43F8C.20.1	45.597	28.481	7.221
Y42A5A.5.1	28.829	31.18	15.35
Y26E6A.3.1	14.743	12.996	10.542
T23F11.6.1	12.275	31.411	39.26
VK10D6R.1.1	46.66	34.051	20.987
T16H12.11.1	12.876	15.909	13.364
T01E8.8.1	16.814	14.764	11.754
K07F5.16a.1	13.27	7.258	3.993
R06B9.6.1	59.529	61.929	66.239
K09E4.6.1	23.09	68.897	78.526
K07A1.15.1	23.029	31.343	15.9
K11H3.6.1	115.246	104.031	59.207
F52B5.7.1	6.915	4.36	7.007
E04D5.5.1	54.585	9.773	11.439
E02H1.8.1	66.775	56.228	65.275
M01F1.8a.1	44.291	44.855	34.868
Y47D3A.20.1	87.92	63.065	55.748
Y87G2A.18.1	67.821	17.65	29.677
H06H21.8b.1	27.879	25.296	27.929
T13A10.10a.1	5.05	2.058	3.082
Y48G9A.9b.1	19.762	21.719	29.717
ZK54.2a.1	10.317	10.849	10.786
K07E3.8.1	133.501	101.553	128.445
F53A9.10.1	221.08	79.261	18.945
K02G10.7b.1	92.334	20.227	42.368
K02G10.6.1	49.291	55.141	62.346
ZK546.17.1	35.128	46.8	28.682
W02D3.10.1	14.892	14.583	16.925
Y69F12A.2a.1	51.182	73.967	35.009
T24D1.1c.1	31.268	31.214	31.553
F20C5.1a.1	37.224	29.658	30.645
ZK1128.8b.1	137.214	124.855	102.993
C05B5.8.1	23.171	55.426	57.241
Y67H2A.10a.1	38.749	21.206	37.702
R04A9.5.1	4.677	10.789	7.321
T07H6.3.1	12.049	36.089	28.7
T08A9.9.1	2034.468	3672.174	4648.23
F59A2.1b.1	106.547	95.798	104.111
T01A4.1c.1	10.615	10.837	14.309
C07G2.2c.1	27.793	21.591	40.298
F26D12.1a.1	5.334	9.415	11.053
F59A6.6c.1	27.267	10.308	11.124
ZK1193.5a.1	7.207	8.36	10.384
W05H9.4.1	8.781	8.856	8.609
Y41C4A.16.1	663.906	902.446	257.41
Y39A1A.1b.1	53.816	47.529	77.318
T10E9.7.1	216.286	196.205	176.955
T18H9.2.1	358.976	307.899	297.521
K10B2.3a.1	465.413	386.072	516.661
F10G7.11.1	185.962	461.518	325.665
W03F11.6c.1	14.97	12.396	14.802
F56C11.6b.1	4.979	8.175	10.654
C50D2.7.1	17.978	33.801	38.828
T05H4.13c.1	110.408	141.087	133.267
Y39G10AR.6.1	14.078	27.524	36.647
Y54E10A.15.1	41.787	27.184	39.77
ZK757.4a.1	25.559	20.026	17.217
Y39B6A.43b.1	12.885	2.195	3.46
Y39A1A.5a.1	23.67	20.16	26.132
R53.7b.1	7.131	15.834	15.748
R166.5b.1	50.096	58.175	62.617
M28.10.1	421.517	516.661	1350.169
F46C5.10.1	60.886	23.475	21.671
Y116F11B.12a.1	18.385	12.482	16.558
Y69H2.14.1	128.32	59.213	25.827
Y54G9A.9.1	64.448	48.942	34.866
Y51A2D.13b.1	42.553	48.997	65.234
Y50E8A.4a.1	116.637	76.93	82.023
Y41C4A.12b.1	13.896	5.433	5.356
Y37A1B.2c.1	63.605	60.022	72.123
Y32F6A.4.1	13.625	18.861	17.228
